Invoice Reference,GRN Reference2
E00003423,IN1058155
E00003423,IN1058180
E00003423,IN1058182
E00003423,IN1058186
E00003423,IN1058795
E00003423,IN1058782
E00003423,IN1058794
E00003423,IN1058817
E00003423,IN1059282
E00003423,IN1059318
E00003423,IN1059796
E00003423,IN1060234
E00003423,IN1060237
E00003423,IN1060239
E00003423,IN1060819
E00003423,IN1060830
E00003423,IN1060998
E00003423,IN1061534
E00003423,IN1062006
E00003423,IN1062645
E00003423,IN1063206
E00003423,IN1053612
E00003423,IN1055007
E00003423,IN1055927
E00003423,IN1055928
E00003423,IN1056462
E00003423,IN1057032
E00003423,IN1057145
E00003423,IN1057668
E00003423,IN1058159
E00003423,IN1058160
E00003423,IN1058162
E00003423,IN1058800
E00003423,IN1059329
E00003423,IN1060240
E00003423,IN1060291
E00003423,IN1060822
E00003423,IN1060882
E00003423,IN1060924
E00003423,IN1061621
E00003423,IN1061985
E00003423,IN1061989
E00003423,IN1062059
E00003423,IN1062062
E00003423,IN1062186
E00003423,IN1062584
E00003423,IN1062646
E00003423,IN1062673
E00003423,IN1062833
E00003423,IN1063095
E00003423,IN1063100
E00003423,IN1063201
E00003423,IN1063539
E00003423,IN1064609
E00003423,IN1065201
E00003423,IN1056458
E00003423,IN1056465
E00003423,IN1057031
E00003423,IN1057200
E00003423,IN1057228
E00003423,IN1057231
E00003423,IN1057659
E00003423,IN1057671
E00003423,IN1057724
E00003423,IN1057735
E00003423,IN1058153
E00003423,IN1058154
E00003423,IN1060334
E00003423,IN1060817
E00003423,IN1060855
E00003423,IN1061444
E00003423,IN1061618
E00003423,IN1063180
E00003423,IN1063979
E00003423,IN1063981
E00003423,IN1053564
E00003423,IN1054103
E00003423,IN1055307
E00003423,IN1055347
E00003423,IN1055868
E00003423,IN1060976
E00003423,IN1051386
E00003423,IN1052357
E00003423,IN1052801
E00003423,IN1052944
E00003423,IN1053227
E00003423,IN1055416
E00003423,IN1060981
E00003423,IN1054101
E00003423,IN1054102
E00003423,IN1054549
E00003423,IN1055089
E00003423,IN1055147
E00003423,IN1055336
E00003423,IN1055339
E00003423,IN1055955
E00003423,IN1055958
E00003423,IN1054095
E00003423,IN1055892
E00003423,IN1056180
E00003423,IN1056523
E00003423,IN1056581
E00003423,IN1057147
E00003423,IN1057241
E00003423,IN1057788
E00003423,IN1058815
E00003423,IN1059483
E00003423,IN1060268
E00003423,IN1061602
E00003423,IN1051371
E00003423,IN1051819
E00003423,IN1052454
E00003423,IN1052466
E00003423,IN1052880
E00003423,IN1053226
E00003423,IN1053552
E00003423,IN1054148
E00003423,IN1054540
E00003423,IN1054543
E00003423,IN1054604
E00003423,IN1055898
E00003423,IN1055959
E00003463,IN1056163
E00003463,IN1056622
E00003463,IN1057195
E00003463,IN1058261
E00003463,IN1058872
E00003463,IN1058912
E00003463,IN1059494
E00003463,IN1059757
E00003463,IN1060236
E00003463,IN1062147
E00003463,IN1053223
E00003463,IN1053596
E00003463,IN1054590
E00003463,IN1054607
E00003463,IN1055900
E00003463,IN1057170
E00003463,IN1058824
E00003463,IN1062775
E00003463,IN1077535
E00003463,IN1055315
E00003463,IN1055961
E00003463,IN1056621
E00003463,IN1057206
E00003463,IN1057784
E00003463,IN1062144
E00003463,IN1062773
E00003463,IN1057749
E00003463,IN1058803
E00003463,IN1059328
E00003463,IN1059554
E00003463,IN1059556
E00003463,IN1060184
E00003463,IN1060292
E00003463,IN1060327
E00003463,IN1060336
E00003463,IN1060348
E00003463,IN1061028
E00003463,IN1061645
E00003463,IN1062087
E00003463,IN1062094
E00003463,IN1062163
E00003463,IN1062643
E00003463,IN1062754
E00003463,IN1062764
E00003463,IN1063196
E00003463,IN1063205
E00003463,IN1063208
E00003463,IN1063213
E00003463,IN1064116
E00003463,IN1064121
E00003463,IN1064136
E00003463,IN1064679
E00003463,IN1064681
E00003463,IN1064817
E00003463,IN1064825
E00003463,IN1065265
E00003463,IN1065279
E00003463,IN1065285
E00003463,IN1065323
E00003463,IN1065834
E00003463,IN1065894
E00003463,IN1065928
E00003463,IN1067095
E00003463,IN1067869
E00003463,IN1068327
E00003463,IN1068332
E00003463,IN1068335
E00003463,IN1068336
E00003463,IN1068883
E00003463,IN1068913
E00003463,IN1068972
E00003463,IN1068998
E00003463,IN1069534
E00003463,IN1069536
E00003463,IN1069562
E00003463,IN1070380
E00003463,IN1071160
E00003463,IN1071376
E00003463,IN1072315
E00003463,IN1072689
E00003463,IN1074557
E00003463,IN1074594
E00003463,IN1076293
E00003463,IN1053572
E00003463,IN1054552
E00003463,IN1056619
E00003463,IN1057192
E00003463,IN1057219
E00003463,IN1057710
E00003463,IN1058187
E00003463,IN1058793
E00003463,IN1059316
E00003463,IN1053611
E00003463,IN1054135
E00003463,IN1055272
E00003463,IN1055845
E00003463,IN1055876
E00003463,IN1055899
E00003463,IN1057158
E00003463,IN1052876
E00003463,IN1054098
E00003463,IN1054551
E00003463,IN1055295
E00003463,IN1055334
E00003463,IN1057164
E00003463,IN1053573
E00003463,IN1054100
E00003463,IN1055059
E00003463,IN1055333
E00003463,IN1055866
E00003463,IN1055957
E00003463,IN1056184
E00003463,IN1056245
E00003463,IN1052962
E00003463,IN1053557
E00003463,IN1054094
E00003463,IN1054162
E00003463,IN1055087
E00003463,IN1055874
E00003463,IN1057163
E00003463,IN1057716
E00003463,IN1058142
E00003463,IN1058792
E00003463,IN1059289
E00003463,IN1065363
E00003463,IN1067099
E00003463,IN1069472
E00003463,IN1055074
E00003463,IN1056182
E00003463,IN1056247
E00003463,IN1057160
E00003463,IN1057220
E00003463,IN1056616
E00003463,IN1057153
E00003463,IN1057193
E00003463,IN1058786
E00003463,IN1059330
E00003463,IN1060320
E00003463,IN1060843
E00003463,IN1060844
E00003463,IN1060926
E00003463,IN1061498
E00003463,IN1067202
E00003463,IN1057038
E00003463,IN1057761
E00003463,IN1058299
E00003463,IN1058778
E00003463,IN1059321
E00003463,IN1060251
E00003463,IN1060870
E00003463,IN1060907
E00003463,IN1060930
E00003463,IN1061594
E00003463,IN1061661
E00003463,IN1062088
E00003463,IN1062648
E00003463,IN1062748
E00003463,IN1063197
E00003463,IN1063198
E00003463,IN1063199
E00003463,IN1063204
E00003463,IN1063985
E00003463,IN1065263
E00003463,IN1065347
E00003463,IN1065777
E00003463,IN1065787
E00003463,IN1065788
E00003463,IN1065790
E00003463,IN1065791
E00003463,IN1065796
E00003463,IN1066383
E00003463,IN1066511
E00003463,IN1066514
E00003463,IN1066525
E00003463,IN1066526
E00003463,IN1066527
E00003463,IN1066536
E00003463,IN1066987
E00003463,IN1067097
E00003463,IN1067753
E00003463,IN1067833
E00003463,IN1067834
E00003463,IN1068267
E00003463,IN1068901
E00003463,IN1068912
E00003463,IN1068917
E00003463,IN1068923
E00003463,IN1068971
E00003463,IN1070348
E00003463,IN1058783
E00003463,IN1059324
E00003463,IN1059510
E00003463,IN1059671
E00003463,IN1059788
E00003463,IN1060252
E00003463,IN1060312
E00003463,IN1060315
E00003463,IN1060322
E00003463,IN1060867
E00003463,IN1060909
E00003463,IN1060912
E00003463,IN1061603
E00003463,IN1061648
E00003463,IN1061651
E00003463,IN1062015
E00003463,IN1062120
E00003463,IN1062123
E00003463,IN1062587
E00003463,IN1063219
E00003463,IN1063973
E00003463,IN1064631
E00003463,IN1065195
E00003463,IN1065369
E00003463,IN1065816
E00003463,IN1066381
E00003463,IN1066962
E00003463,IN1066986
E00003463,IN1067179
E00003463,IN1067815
E00003463,IN1067832
E00003463,IN1068298
E00003463,IN1068301
E00003463,IN1068305
E00003463,IN1068328
E00003463,IN1068330
E00003463,IN1069483
E00003463,IN1069495
E00003463,IN1069506
E00003463,IN1069561
E00003463,IN1071335
E00003463,IN1071366
E00003463,IN1071804
E00003463,IN1060194
E00003463,IN1062708
E00003463,IN1063096
E00003463,IN1064601
E00003463,IN1066513
E00003463,IN1066523
E00003463,IN1066872
E00003463,IN1066900
E00003463,IN1067844
E00003463,IN1068131
E00003463,IN1068294
E00003463,IN1069535
E00003463,IN1070346
E00003463,IN1071506
E00003463,IN1071539
E00003463,IN1072713
E00003463,IN1073255
E00003463,IN1073955
E00003463,IN1074066
E00003463,IN1074533
E00003463,IN1076090
E00003463,IN1060289
E00003463,IN1060314
E00003463,IN1060871
E00003463,IN1061617
E00003463,IN1062086
E00003463,IN1062129
E00003463,IN1062638
E00003463,IN1063241
E00003463,IN1063972
E00003463,IN1064095
E00003463,IN1064099
E00003463,IN1064125
E00003463,IN1064126
E00003463,IN1065198
E00003463,IN1065281
E00003463,IN1065315
E00003463,IN1065837
E00003463,IN1066382
E00003463,IN1067000
E00003463,IN1067002
E00003463,IN1067005
E00003463,IN1067098
E00003463,IN1067199
E00003463,IN1067818
E00003463,IN1067835
E00003463,IN1067837
E00003463,IN1068218
E00003463,IN1068296
E00003463,IN1068299
E00003463,IN1068919
E00003463,IN1068921
E00003463,IN1068931
E00003463,IN1069494
E00003463,IN1069524
E00003463,IN1069557
E00003463,IN1070265
E00003463,IN1071135
E00003463,IN1071145
E00003463,IN1071154
E00003463,IN1071333
E00003463,IN1071773
E00003463,IN1072304
E00003463,IN1072320
E00003463,IN1072321
E00003463,IN1072848
E00003463,IN1073217
E00003463,IN1057733
E00003463,IN1058176
E00003463,IN1058291
E00003463,IN1058780
E00003463,IN1059278
E00003463,IN1059789
E00003463,IN1059795
E00003463,IN1058818
E00003463,IN1060286
E00003463,IN1065367
E00003463,IN1056563
E00003463,IN1057802
E00003463,IN1058222
E00003463,IN1058275
E00003463,IN1058689
E00003463,IN1058851
E00003463,IN1059493
E00003463,IN1059670
E00003463,IN1057760
E00003463,IN1058284
E00003463,IN1060250
E00003463,IN1062063
E00003463,IN1062150
E00003463,IN1058293
E00003463,IN1062143
E00003463,IN1062774
E00003463,IN1062792
E00003463,IN1062863
E00003463,IN1063169
E00003463,IN1057034
E00003463,IN1058264
E00003463,IN1060323
E00003463,IN1060383
E00003463,IN1061592
E00003463,IN1056185
E00003463,IN1056617
E00003463,IN1057201
E00003463,IN1057222
E00003348,IN1041730
E00003348,IN1042350
E00003348,IN1042375
E00003348,IN1043609
E00003348,IN1043590
E00003348,IN1043629
E00003348,IN1046025
E00003348,IN1049456
E00003348,IN1049485
E00003348,IN1041727
E00003348,IN1042358
E00003348,IN1042395
E00003348,IN1043631
E00003348,IN1043591
E00003348,IN1043611
E00003348,IN1043630
E00003348,IN1043632
E00003348,IN1050375
E00003348,IN1052300
E00003348,IN1052867
E00003348,IN1055867
E00003348,IN1041721
E00003348,IN1042370
E00003348,IN1043585
E00003348,IN1043603
E00003348,IN1043621
E00003348,IN1047878
E00003348,IN1047901
E00003348,IN1052460
E00003348,IN1057776
E00003348,IN1041719
E00003348,IN1041848
E00003348,IN1042345
E00003348,IN1042354
E00003348,IN1043599
E00003348,IN1043607
E00003348,IN1043625
E00003348,IN1043628
E00003348,IN1046101
E00003348,IN1050814
E00003348,IN1050817
E00003348,IN1051392
E00003348,IN1055873
E00003348,IN1041720
E00003348,IN1041873
E00003348,IN1042342
E00003348,IN1043589
E00003348,IN1043592
E00003348,IN1043614
E00003348,IN1043623
E00003348,IN1042368
E00003348,IN1047835
E00003348,IN1041729
E00003348,IN1042355
E00003348,IN1043606
E00003348,IN1046082
E00003348,IN1048950
E00003348,IN1050877
E00003348,IN1051493
E00003348,IN1044439
E00003348,IN1047946
E00003348,IN1048387
E00003348,IN1047165
E00003348,IN1048378
E00003348,IN1049467
E00003348,IN1043953
E00003348,IN1044843
E00003348,IN1045491
E00003348,IN1045984
E00003348,IN1046533
E00003348,IN1047162
E00003348,IN1050370
E00003348,IN1051354
E00003348,IN1047862
E00003348,IN1047895
E00003348,IN1047896
E00003348,IN1047905
E00003348,IN1056162
E00003348,IN1056164
E00003348,IN1056573
E00003348,IN1057186
E00003348,IN1057203
E00003348,IN1045018
E00003348,IN1047168
E00003348,IN1047889
E00003348,IN1046083
E00003348,IN1046574
E00003348,IN1047960
E00003348,IN1048432
E00003348,IN1048976
E00003348,IN1049414
E00003348,IN1051353
E00003348,IN1052358
E00003348,IN1052842
E00003348,IN1053575
E00003348,IN1055921
E00003348,IN1055930
E00003348,IN1057730
E00003348,IN1057750
E00003348,IN1057759
E00003348A,IN1058837
E00003348A,IN1059572
E00003348A,IN1060354
E00003348A,IN1060916
E00003348A,IN1062131
E00003348A,IN1062197
E00003348A,IN1062732
E00003348A,IN1063489
E00003348A,IN1064112
E00003348A,IN1064148
E00003348A,IN1065301
E00003348A,IN1065373
E00003348A,IN1045617
E00003348A,IN1046077
E00003348A,IN1046593
E00003348A,IN1048353
E00003348A,IN1052317
E00003348A,IN1052798
E00003348A,IN1055291
E00003348A,IN1055902
E00003348A,IN1055931
E00003348A,IN1056615
E00003348A,IN1057141
E00003348A,IN1057181
E00003348A,IN1058184
E00003348A,IN1060321
E00003348A,IN1060939
E00003348A,IN1062126
E00003348A,IN1062191
E00003348A,IN1062718
E00003348A,IN1065229
E00003348A,IN1066607
E00003348A,IN1068117
E00003348A,IN1055258
E00003348A,IN1046622
E00003348A,IN1046838
E00003348A,IN1048448
E00003348A,IN1046627
E00003348A,IN1046841
E00003348A,IN1047124
E00003348A,IN1047876
E00003348A,IN1043941
E00003348A,IN1044465
E00003348A,IN1044936
E00003348A,IN1045026
E00003348A,IN1045038
E00003348A,IN1045579
E00003348A,IN1046113
E00003348A,IN1046591
E00003348A,IN1046831
E00003348A,IN1047178
E00003348A,IN1045517
E00003348A,IN1046092
E00003348A,IN1046578
E00003348A,IN1046833
E00003348A,IN1048440
E00003348A,IN1049061
E00003348A,IN1060307
E00003348A,IN1061626
E00003348A,IN1063215
E00003348A,IN1064613
E00003348A,IN1065391
E00003348A,IN1067761
E00003348A,IN1067870
E00003348A,IN1068990
E00003348A,IN1069576
E00003348A,IN1079106
E00003348A,IN1079145
E00003348A,IN1079385
E00003348A,IN1079878
E00003348A,IN1080878
E00003348A,IN1046596
E00003348A,IN1046832
E00003348A,IN1047108
E00003348A,IN1047210
E00003348A,IN1046625
E00003348A,IN1046840
E00003348A,IN1047156
E00003348A,IN1047221
E00003348A,IN1047897
E00003348A,IN1047942
E00003348A,IN1047953
E00003348A,IN1048905
CI0011152,CI0011152
CI0011181,CI0011181
HKMA7001,HKMA7001
HKMA7028,HKMA7028
HKMA7021,HKMA7021
HKMA7020,HKMA7020
HKMA7033,HKMA7033
HKMA7041,HKMA7041
HKMA7038,HKMA7038
HKMA6748,HKMA6748
HKMA7034,HKMA7034
HKMA7054,HKMA7054
HKMA7052,HKMA7052
HKMA6822,HKMA6822
HKMA7050,HKMA7050
HKMA7050,HKMA7050
HKMA6996,HKMA6996
HKMA6999,HKMA6999
HKMA6405A,HKMA6405
HKMA6746A,HKMA6746
HKMA6756A,HKMA6756
1329420470,1329420470
049663,049663
049380,049380
048964,048964
049436,049436
048847,048847
049020,049020
INV21080279,INV21080279
INV21090200,INV21090200
INV21090350,INV21090350
INV21090260,INV21090260
0969B,0969B
0968B,0968B
0968B,0968B
0971B,0971B
0976B,0976B
0976B,0976B
0975B,0975B
0975B,0975B
0975B,0975B
0975B,0975B
0975B,0975B
0975B,0975B
0981B,0981B
0981B,0981B
0981B,0981B
0981B,0981B
0982B,0982B
0982B,0982B
0821B,0821B
0745B,0745B
0082D,0082D
0082D,0082D
0082D,0082D
0821B,0821B
0745B,0745B
0082D,0082D
0082D,0082D
0082D,0082D
0082D,0082D
0082D,0082D
0082D,0082D
0745B,0745B
0821B,0821B
021/000255/CNLPP,21/000255
021/000255/CNLPP,21/000255
021/000255/CNLPP,21/000255
021/000255/CNLPP,21/000255
021/000255/CNLPP,21/000255
021/000255/CNLPP,21/000255
021/000255/CNLPP,21/000255
021/000255/CNLPP,21/000255
021/000255/CNLPP,21/000255
021/000255/CNLPP,21/000255
021/000255/CNLPP,21/000255
021/000255/CNLPP,21/000255
021/000263/CNLPP,21/000263
021/000263/CNLPP,21/000263
021/000263/CNLPP,21/000263
021/000263/CNLPP,21/000263
021/000263/CNLPP,21/000263
021/000263/CNLPP,21/000263
021/000263/CNLPP,21/000263
021/000263/CNLPP,21/000263
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/2000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
021/000241/CNLPP,21/000241
2003607739,2003607739
2003609212,2003609212
2003613242,2003613242
2003615233,2003615233
2003601030,2003601030
2003611973,2003611973
2003611983,2003611983
2003600423,2003600423
2003665451,2003665451
2003665452,2003665452
2003664146,2003664146
2003661908,2003661908
2003661430,2003661430
2003661429,2003661429
2003661405,2003661405
2003661392,2003661392
2003661357,2003661357
2003661358,2003661358
2003661346,2003661346
2003661348,2003661348
2003659948,2003659948
2003659952,2003659952
2003659951,2003659951
2003659918,2003659918
2003659925,2003659925
2003659924,2003659924
2003659917,2003659917
2003659920,2003659920
2003659926,2003659926
2003658561,2003658561
2003658537,2003658537
2003658538,2003658538
2003658501,2003658501
2003658497,2003658497
2003658498,2003658498
2003658499,2003658499
2003658488,2003658488
2003658490,2003658490
2003658491,2003658491
2003658472,2003658472
2003658473,2003658473
2003658477,2003658477
2003658478,2003658478
2003658476,2003658476
2003635520,2003635520
2003632759,2003632759
2003632852,2003632852
2003634372,2003634372
2003634371,2003634371
2003634373,2003634373
2003634374,2003634374
2003639671,2003639671
2003639678,2003639678
2003639677,2003639677
2003644222,2003644222
2003644221,2003644221
2003644218,2003644218
2003653564,2003653564
2003647941,2003647941
2003640688,2003640688
2003639574,2003639574
2003639575,2003639575
2003639576,2003639576
2003638113,2003638113
2003628793,2003628793
2003647809,2003647809
2003647810,2003647810
2003647804,2003647804
2003635515,2003635515
2003633288,2003633288
2003639477,2003639477
2003639476,2003639476
2003643437,2003643437
2003655228,2003655228
2003655230,2003655230
2003655281,2003655281
2003652883,2003652883
2003652525,2003652525
2003655278,2003655278
2003651651,2003651651
2003645877,2003645877
2003662370,2003662370
2003669248,2003669248
2003669694,2003669694
2003628795,2003628795
2003630556,2003630556
2003632434,2003632434
2003632448,2003632448
2003632478,2003632478
2003635523,2003635523
2003635519,2003635519
2003635518,2003635518
2003635521,2003635521
2003637701,2003637701
2003638112,2003638112
2003638949,2003638949
2003639885,2003639885
2003639886,2003639886
2003642354,2003642354
2003644065,2003644065
2003644071,2003644071
2003642357,2003642357
2003641416,2003641416
2003644567,2003644567
2003640687,2003640687
2003640687,2003640687
2003640689,2003640689
2003640691,2003640691
2003645746,2003645746
2003640694,2003640694
2003640690,2003640690
2003640692,2003640692
2003656571,2003656571
2003656410,2003656410
2003633709,2003633709
2003684282,2003684282
2003684280,2003684280
2003682634,2003682634
2003676970,2003676970
2003676033,2003676033
2003676035,2003676035
2003676005,2003676005
2003675618,2003675618
2003672201,2003672201
2003672103,2003672103
2003670225,2003670225
2003668609,2003668609
2003668600,2003668600
2003668467,2003668467
2003668173,2003668173
2003666850,2003666850
2003666466,2003666466
2003664963,2003664963
2003664936,2003664936
2003664902,2003664902
2003664478,2003664478
2003663907,2003663907
2003663908,2003663908
2003663560,2003663560
2003663461,2003663461
2003660316,2003660316
2003659826,2003659826
2003658857,2003658857
2003658475,2003658475
2003658474,2003658474
2003658087,2003658087
2003657939,2003657939
2003657387,2003657387
2003657374,2003657374
2003657043,2003657043
